Profundidade [m]	Produtividade Primária [gC/m²/yr]
1732.4	156.382515
1732.6	156.3800879
1732.8	156.377661
1733	156.3752342
1733.2	156.3728075
1733.4	156.370381
1733.6	156.3679546
1733.8	156.3655283
1734	156.3631022
1734.2	156.3606762
1734.4	156.3582504
1734.6	156.3558247
1734.8	156.3533992
1735	156.3509738
1735.2	156.3485485
1735.4	156.3461234
1735.6	156.3436984
1735.8	156.3412735
1736	156.3388488
1736.2	156.3364242
1736.4	156.3339998
1736.6	156.3315755
1736.8	156.3291514
1737	156.3267273
1737.2	156.3243035
1737.4	156.3218797
1737.6	156.3194561
1737.8	156.3170327
1738	156.3146094
1738.2	156.3121862
1738.4	156.3097631
1738.6	156.3073402
1738.8	156.3049175
1739	156.3024949
1739.2	156.3000724
1739.4	156.29765
1739.6	156.2952278
1739.8	156.2928058
1740	156.2903838
1740.2	156.2879621
1740.4	156.2855404
1740.6	156.2831189
1740.8	156.2806975
1741	156.2782763
1741.2	156.2758552
1741.4	156.2734343
1741.6	156.2710135
1741.8	156.2685928
1742	156.2661723
1742.2	156.2637519
1742.4	156.2613316
1742.6	156.2589115
1742.8	156.2562935
1743	156.253082
1743.2	156.2498706
1743.4	156.2466596
1743.6	156.2434487
1743.8	156.2402381
1744	156.2370278
1744.2	156.2338176
1744.4	156.2306078
1744.6	156.2273982
1744.8	156.2241888
1745	156.2209796
1745.2	156.2177708
1745.4	156.2145621
1745.6	156.2113537
1745.8	156.2081456
1746	156.2049377
1746.2	156.20173
1746.4	156.1985226
1746.6	156.1953154
1746.8	156.1921085
1747	156.1889018
1747.2	156.1856953
1747.4	156.1824891
1747.6	156.1792832
1747.8	156.1760775
1748	156.172872
1748.2	156.1696668
1748.4	156.1664618
1748.6	156.1632571
1748.8	156.1600526
1749	156.1568483
1749.2	156.1536443
1749.4	156.1504406
1749.6	156.147237
1749.8	156.1440338
1750	156.1408307
1750.2	156.1376279
1750.4	156.1344254
1750.6	156.1312231
1750.8	156.1280211
1751	156.1248192
1751.2	156.1216177
1751.4	156.1184164
1751.6	156.1152153
1751.8	156.1120144
1752	156.1088138
1752.2	156.1056135
1752.4	156.1024134
1752.6	156.0992135
1752.8	156.0960139
1753	156.0928145
1753.2	156.0896154
1753.4	156.0864165
1753.6	156.0832179
1753.8	156.0800195
1754	156.0768213
1754.2	156.0736234
1754.4	156.0704257
1754.6	156.0672283
1754.8	156.0640311
1755	156.0608341
1755.2	156.0576374
1755.4	156.054441
1755.6	156.0512448
1755.8	156.0480488
1756	156.0448531
1756.2	156.0416576
1756.4	156.0384623
1756.6	156.0352673
1756.8	156.0320725
1757	156.028878
1757.2	156.0256838
1757.4	156.0224897
1757.6	156.0192959
1757.8	156.0161024
1758	156.0129091
1758.2	156.009716
1758.4	156.0065232
1758.6	156.0033306
1758.8	156.0001383
1759	155.9969462
1759.2	155.9937543
1759.4	155.9905627
1759.6	155.9873714
1759.8	155.9841802
1760	155.9809893
1760.2	155.9777987
1760.4	155.9746083
1760.6	155.9714182
1760.8	155.9682282
1761	155.9650386
1761.2	155.9618491
1761.4	155.9586599
1761.6	155.955471
1761.8	155.9522823
1762	155.9490938
1762.2	155.9459056
1762.4	155.9427176
1762.6	155.9395299
1762.8	155.9363424
1763	155.9331551
1763.2	155.9299681
1763.4	155.9267814
1763.6	155.9235948
1763.8	155.9204085
1764	155.9172225
1764.2	155.9140367
1764.4	155.9108511
1764.6	155.9076658
1764.8	155.9044807
1765	155.9012959
1765.2	155.8981113
1765.4	155.8949269
1765.6	155.8917428
1765.8	155.8885589
1766	155.8853753
1766.2	155.8821919
1766.4	155.8790088
1766.6	155.8758258
1766.8	155.8726432
1767	155.8694607
1767.2	155.8662786
1767.4	155.8630966
1767.6	155.8599149
1767.8	155.8567334
1768	155.8535522
1768.2	155.8503712
1768.4	155.8471905
1768.6	155.84401
1768.8	155.8408297
1769	155.8376497
1769.2	155.8344699
1769.4	155.8312904
1769.6	155.8281111
1769.8	155.824932
1770	155.8220393
1770.2	155.820005
1770.4	155.8179707
1770.6	155.8159366
1770.8	155.8139026
1771	155.8118686
1771.2	155.8098348
1771.4	155.8078011
1771.6	155.8057674
1771.8	155.8037339
1772	155.8017004
1772.2	155.7996671
1772.4	155.7976338
1772.6	155.7956007
1772.8	155.7935677
1773	155.7915347
1773.2	155.7895018
1773.4	155.7874691
1773.6	155.7854364
1773.8	155.7834039
1774	155.7813714
1774.2	155.7793391
1774.4	155.7773068
1774.6	155.7752746
1774.8	155.7732426
1775	155.7712106
1775.2	155.7691787
1775.4	155.767147
1775.6	155.7651153
1775.8	155.7630837
1776	155.7610522
1776.2	155.7590209
1776.4	155.7569896
1776.6	155.7549584
1776.8	155.7529273
1777	155.7508963
1777.2	155.7488654
1777.4	155.7468346
1777.6	155.7448039
1777.8	155.7427734
1778	155.7407429
1778.2	155.7387125
1778.4	155.7366822
1778.6	155.734652
1778.8	155.7326219
1779	155.7305919
1779.2	155.728562
1779.4	155.7265322
1779.6	155.7245024
1779.8	155.7224728
1780	155.7204433
1780.2	155.7184139
1780.4	155.7163846
1780.6	155.7143554
1780.8	155.7123262
1781	155.7102972
1781.2	155.7082683
1781.4	155.7062395
1781.6	155.7042107
1781.8	155.7021821
1782	155.7001536
1782.2	155.6981252
1782.4	155.6960968
1782.6	155.6940686
1782.8	155.6920404
1783	155.6900124
1783.2	155.6879844
1783.4	155.6859566
1783.6	155.6839289
1783.8	155.6819012
1784	155.6798736
1784.2	155.6778462
1784.4	155.6758188
1784.6	155.6737916
1784.8	155.6717644
1785	155.6697374
1785.2	155.6677104
1785.4	155.6656835
1785.6	155.6636568
1785.8	155.6616301
1786	155.6596035
1786.2	155.657577
1786.4	155.6555507
1786.6	155.6535244
1786.8	155.6514982
1787	155.6494721
1787.2	155.6474461
1787.4	155.6454202
1787.6	155.6433945
1787.8	155.6413688
1788	155.6393432
1788.2	155.6373177
1788.4	155.6352923
1788.6	155.633267
1788.8	155.6312418
1789	155.6292167
1789.2	155.6271916
1789.4	155.6251667
1789.6	155.6231419
1789.8	155.6211172
1790	155.6190926
1790.2	155.6170681
1790.4	155.6150437
1790.6	155.6130193
1790.8	155.6109951
1791	155.608971
1791.2	155.6069469
1791.4	155.604923
1791.6	155.6028992
1791.8	155.6008754
1792	155.5988518
1792.2	155.5968283
1792.4	155.5948048
1792.6	155.5927815
1792.8	155.5907582
1793	155.5887351
1793.2	155.586712
1793.4	155.584689
1793.6	155.5826662
1793.8	155.5806434
1794	155.5786208
1794.2	155.5765982
1794.4	155.5745757
1794.6	155.5725533
1794.8	155.5705311
1795	155.5685089
1795.2	155.5664868
1795.4	155.5644648
1795.6	155.5624429
1795.8	155.5604212
1796	155.5583995
1796.2	155.5563779
1796.4	155.5543564
1796.6	155.552335
1796.8	155.5503137
1797	155.5482925
1797.2	155.5462714
1797.4	155.5442504
1797.6	155.5422294
1797.8	155.5402086
1798	155.5381879
1798.2	155.5361673
1798.4	155.5341468
1798.6	155.5321264
1798.8	155.530106
1799	155.5280858
1799.2	155.5260657
1799.4	155.5240456
1799.6	155.5220257
1799.8	155.5200059
1800	155.5179861
